8 0 0 0 0 0 0 0 0 0 0
12 0 0 0 0 0 0 4 0 0 0
16 0 0 0 0 0 0 4 0 0 4
20 0 4 0 0 0 0 4 0 0 4
24 0 4 0 0 0 4 4 0 0 4
28 4 4 0 0 0 4 4 0 0 4
32 8 4 0 0 0 4 4 0 0 4
36 8 4 4 0 0 4 4 0 0 4
40 12 4 4 0 0 4 4 0 0 4
44 16 4 4 0 0 4 4 0 0 4
48 16 8 4 0 0 4 4 0 0 4
52 16 8 8 0 0 4 4 0 0 4
56 20 8 8 0 0 4 4 0 0 4
60 20 8 8 4 0 4 4 0 0 4
64 20 8 8 4 0 4 4 0 0 8
68 20 8 8 4 0 4 8 0 0 8
68 20 8 8 4 0 4 8 0 0 8
72 20 8 8 4 0 4 12 0 0 8
76 20 12 8 4 0 4 12 0 0 8
80 20 12 8 4 0 4 12 0 4 8
84 20 16 8 4 0 4 12 0 4 8
84 20 16 8 4 0 4 12 0 4 8
88 20 16 8 4 0 4 12 0 8 8
92 20 16 8 4 4 4 12 0 8 8
96 20 16 8 4 4 8 12 0 8 8
100 20 16 12 4 4 8 12 0 8 8
104 20 16 12 4 4 12 12 0 8 8
108 20 16 12 4 4 12 12 0 8 12
112 20 16 12 4 8 12 12 0 8 12
116 20 16 12 4 12 12 12 0 8 12
120 20 16 12 4 16 12 12 0 8 12
124 20 16 12 4 20 12 12 0 8 12
128 20 16 12 4 20 12 12 0 12 12
132 20 16 12 8 20 12 12 0 12 12
136 20 16 12 8 20 16 12 0 12 12
140 20 16 16 8 20 16 12 0 12 12
144 20 16 16 12 20 16 12 0 12 12
148 20 20 16 12 20 16 12 0 12 12
152 20 20 16 12 20 16 12 0 16 12
156 20 20 16 12 20 16 12 4 16 12
160 20 20 20 12 20 16 12 4 16 12
164 20 20 20 12 20 20 12 4 16 12
164 20 20 20 12 20 20 12 4 16 12
164 20 20 20 12 20 20 12 4 16 12
168 20 20 20 12 20 20 12 4 16 16
172 20 20 20 12 20 20 12 4 20 16
176 20 20 20 12 20 20 12 4 20 20
176 20 20 20 12 20 20 12 4 20 20
180 20 20 20 12 20 20 16 4 20 20
180 20 20 20 12 20 20 16 4 20 20
180 20 20 20 12 20 20 16 4 20 20
180 20 20 20 12 20 20 16 4 20 20
184 20 20 20 12 20 20 20 4 20 20
184 20 20 20 12 20 20 20 4 20 20
188 20 20 20 16 20 20 20 4 20 20
192 20 20 20 16 20 20 20 8 20 20
196 20 20 20 20 20 20 20 8 20 20
196 20 20 20 20 20 20 20 8 20 20
196 20 20 20 20 20 20 20 8 20 20
200 20 20 20 20 20 20 20 12 20 20
200 20 20 20 20 20 20 20 12 20 20
200 20 20 20 20 20 20 20 12 20 20
204 20 20 20 20 20 20 20 16 20 20
204 20 20 20 20 20 20 20 16 20 20
204 20 20 20 20 20 20 20 16 20 20
208 20 20 20 20 20 20 20 20 20 20
208 20 20 20 20 20 20 20 20 20 20
208 20 20 20 20 20 20 20 20 20 20
216 20 20 20 20 20 20 20 20 20 20
224 20 20 20 20 20 20 20 20 20 20
232 20 20 20 20 20 20 20 20 20 20
232 20 20 20 20 20 20 20 20 20 20
232 20 20 20 20 20 20 20 20 20 20
240 20 20 20 20 20 20 20 20 20 20
240 20 20 20 20 20 20 20 20 20 20
